Crop,Temperature (C),Rainfall (mm),Humidity (%),Sunlight (hours),Soil pH,Soil Nitrogen (%),Soil Phosphorus (ppm),Soil Potassium (ppm),Altitude (m),Wind Speed (m/s),Crop Yield (tons/ha)
Maize,37.37491472,1230.957489,65.65675337,11.056267,8.143487034,1.317488237,8.565342275,17.72264633,2309.52768,13.94145542,19.61842776
Sugarcane,35.57337654,1079.903905,39.35144715,5.506990781,6.539441829,2.442936179,19.65619662,19.9454058,2892.885849,4.497951746,24.30944827
Tomato,35.66218971,1030.595596,33.7006464,11.47823926,6.142552997,2.483670452,6.628608386,10.3006235,2618.840961,8.799066125,18.73602966
Cotton,36.57197196,1028.798864,55.40829512,6.978837528,6.661285944,1.737164407,15.39392892,36.11420564,1728.705,3.252662287,26.94134563
Wheat,39.20511187,1937.710251,25.5677455,4.158605303,5.633369795,1.870628846,15.66318628,31.72083326,1909.206194,4.282369731,18.44128313
Peanut,37.82850422,863.7291516,31.75559951,7.002727937,5.645219871,0.824278238,10.70448497,17.16231872,2223.619781,13.57439448,22.69695492
Soybean,16.96798978,695.3316088,25.90489157,8.307664373,6.300582312,1.86726588,6.990363327,13.09574199,1407.488136,5.638475299,15.74309568
Peanut,37.82608888,728.0278597,50.47327084,4.457290932,6.620037602,2.070849795,11.10002996,33.26740605,2082.075712,7.759621392,22.90831395
Peanut,39.02760997,1641.424749,40.86511723,8.380678485,6.873818918,1.631937447,13.58134009,31.06303256,294.9792532,11.20117693,17.80702252
Tomato,38.08419301,1833.0142,58.10977997,7.595810563,5.807805736,2.146600396,10.69055148,17.38972102,2986.129156,10.02446118,20.88311024
Peanut,35.15448667,1672.795368,31.23039383,4.385139094,7.317276852,1.321383285,18.63615915,20.48779791,1261.117635,7.890008146,22.80921268
Potato,38.54551643,1309.881669,78.86840828,8.204947868,7.815979587,0.602841505,16.98818723,25.71878289,1375.775985,1.674144999,27.49482122
Cotton,25.88217594,1832.72189,30.33984155,5.020369748,7.577527216,1.163150611,11.53559111,28.76780394,1167.97869,11.99762155,23.15054584
Cotton,25.68353644,1733.99787,22.07297772,10.94424107,6.231745767,1.94356443,11.07559425,18.82998894,1865.27475,11.53326628,17.76790607
Cotton,35.14793531,1495.376839,34.0700858,7.581780398,7.612997296,1.16123413,7.899532847,26.19582769,857.2620534,8.915132477,17.15872875
Cotton,35.93522425,1690.082102,41.34413384,6.316721475,7.21957929,2.192446392,19.01942609,18.06787078,1841.873661,10.858542,19.13095297
Wheat,34.49314814,614.442468,63.80103998,8.05812978,6.429608822,2.011234765,5.786611065,24.92925492,1545.246275,1.296091945,16.51556993
Wheat,28.41306304,579.7932137,20.82295639,5.540833882,6.963428406,0.580557421,15.99853035,14.55784547,2329.202939,3.071000908,13.38400006
Potato,23.68176951,535.4290572,83.60018439,6.291732176,5.90810812,0.765036478,19.61918765,13.69173075,1072.314752,1.01432299,21.36807078
Cotton,18.63459137,1228.09169,85.12751488,7.894324995,6.714502909,1.800544873,19.05325998,11.47172348,502.5168592,1.991314651,15.75166697
Potato,33.99031144,1152.927163,28.68421147,8.659661913,7.097844771,2.184616076,12.82344115,34.8205561,1656.243276,6.70418375,17.99351164
Maize,29.60077201,1316.375428,88.30177561,7.299270406,6.764569789,0.82774277,13.96357332,35.43556807,781.3733355,0.13616851,25.67825957
Wheat,15.85622676,528.4707726,51.60966998,9.25232102,5.927303362,2.027764906,6.931047236,26.01123424,959.4826172,11.28379915,17.64735563
Peanut,15.36946483,1542.299739,40.92911377,9.249628751,7.619452108,1.055562854,7.780784099,34.79076766,2230.593624,12.5571351,17.71224117
Wheat,25.92035646,1069.020735,22.01798346,10.32226669,6.87035561,1.562131277,8.835276752,33.52355476,2391.558213,8.293812253,21.46219302
Barley,18.97894174,1569.022762,53.53757721,7.341733702,5.840029477,0.628271503,19.66716466,29.27105568,1384.656355,11.42645258,15.31618563
Peanut,31.51528977,1178.082356,37.68190329,11.63667911,6.4034047,0.749593865,14.45710366,27.22968916,2276.578988,11.30674698,21.59209544
Potato,37.17863855,872.4245076,26.57890019,6.411992992,6.949696597,0.914365294,10.00507503,25.41079576,1002.671314,1.339760272,14.15897815
Tomato,35.77441215,1477.820108,21.10698914,11.55912154,8.413273796,2.349801404,12.52609487,16.61125547,1204.230799,9.212873196,17.84118947
Wheat,15.34345142,1212.379663,28.11136066,11.213615,5.964986285,1.10883761,16.85675256,34.19040911,2708.775967,7.460942354,21.97928844
Peanut,29.38513711,952.289902,21.24766861,10.87955443,7.253229031,0.842336701,17.97869934,17.60757911,720.964908,13.41951085,12.55289452
Wheat,17.5857776,707.2091323,70.08688571,4.65764386,6.557699489,1.003616644,16.40428842,10.07343621,390.384915,1.485113115,13.94711051
Barley,19.02104337,1643.032194,20.04290257,7.511873311,5.760613499,1.604749202,10.18988519,10.85054742,1409.873982,8.558782468,12.45911125
Maize,24.27621914,1624.019771,60.53110103,10.95402454,7.140774373,0.871254387,17.33886791,33.49105751,2918.449653,1.403728787,24.55341463
Wheat,38.82406717,677.4521319,37.25394836,10.94654034,7.252993405,1.594856893,13.91517878,17.56793679,2296.269308,7.447981705,15.2659724
Barley,26.5206191,1647.844747,55.16041535,7.704652707,6.194878935,2.20496002,6.365013585,39.46887895,1454.421238,2.789804994,19.93852982
Rice,31.76283187,1484.117101,25.78048951,10.30202667,7.97526655,1.080324941,7.433189857,30.59444497,413.8829674,12.87063625,17.89637309
Soybean,26.90708515,652.9933283,34.49176269,10.52137843,6.939554404,2.425665719,19.99958221,34.02121379,811.6416492,3.466724433,14.23204343
Rice,22.57646586,609.1398974,81.9492024,4.981153418,7.590516178,1.511323738,17.47651743,32.23107245,2291.227116,6.275194165,24.23579189
Tomato,26.1104754,1991.921091,86.36801815,4.65770068,7.218956768,1.131301224,15.92708803,32.07362301,50.27514066,12.68728771,20.99791378
Maize,37.6357827,785.9885736,64.54347968,6.370810448,5.808952406,2.248004656,7.712397083,22.62902681,2776.357922,1.130315121,22.78766134
Tomato,20.4891098,646.5465064,53.46405642,4.596872622,7.388331001,1.780946501,8.850529597,38.93603265,2482.132181,1.643804368,20.25786001
Tomato,24.63254343,1580.303119,63.66592616,10.02793441,6.999861215,0.848809545,6.728113079,24.43785817,656.8882668,14.73400332,17.48334397
Soybean,22.4832147,665.5119015,65.57825147,11.93525086,8.202779245,1.005701199,16.54972449,38.1058979,2723.774499,13.26824282,24.03291515
Cotton,21.17477672,1837.289171,34.93901121,8.542802274,6.718240925,1.662698566,12.46794221,10.06141933,1086.430506,0.168257345,19.32366727
Soybean,35.74838008,1969.160738,29.25135288,5.247578763,5.62731843,1.020729051,17.31601158,15.9477057,1666.201012,6.69610797,18.97084793
Potato,33.27017004,739.5582497,59.42193172,9.852768557,7.040388382,1.609334468,13.79285143,24.00539318,907.235976,9.555377082,15.40955494
Sugarcane,25.8599049,1727.783723,40.67643166,11.50207736,7.224360812,1.206606628,11.29056903,20.4339584,481.4266908,1.027385953,17.21649334
Potato,24.04542349,520.8792555,60.53043722,5.158531839,6.133015836,0.741497069,12.80649095,12.85477877,806.2538851,6.775630764,12.61532862
Tomato,32.68115635,1819.374098,80.88330571,5.430959343,6.781390075,0.722330132,13.92646726,38.64180253,586.4485703,6.054455457,29.36671361
Wheat,16.77923698,1142.62335,89.15200051,7.625940788,7.38820423,1.901953402,14.95897085,25.56155377,441.7472781,10.6262229,24.47777894
Sugarcane,29.83473515,1238.296234,43.37727702,4.82855191,8.149353473,0.774106841,9.319185942,32.21195412,2129.052867,10.21519131,22.22016673
Tomato,18.18844191,1954.745959,36.75554084,7.581941451,5.568146874,1.600691846,10.72800271,17.49267617,2957.296549,6.42211714,18.46291497
Peanut,39.70049301,987.3112037,72.15003128,6.773374108,5.777019259,2.04029164,14.73960324,25.43019147,2041.355872,13.18950081,26.42770958
Peanut,28.59919837,965.4884316,89.49670095,9.047756017,6.232525588,0.705346491,5.610796691,12.72319793,2056.175605,12.82488414,19.12186483
Tomato,32.65930603,1911.579255,79.79119616,5.926429209,8.220374943,1.09452851,14.90882389,36.24148971,1889.166075,12.09294204,30.73159973
Barley,39.95722909,1892.089959,28.38264569,8.348534194,6.443669366,2.257788032,15.46279446,16.7055147,149.8903788,4.376127039,15.6551953
Cotton,36.01750646,1459.642705,20.66685775,11.87500969,5.95157117,1.293642794,5.454087561,19.28557344,1726.560884,13.96279684,23.95739509
Rice,25.70459717,740.5151477,54.88512277,11.52064813,5.996188472,1.032946486,18.36976811,28.79291841,1024.996352,12.19117448,14.70311264
Tomato,18.69002363,1563.64802,54.48717666,9.074474171,5.635604992,0.784069585,13.84055714,23.78286709,719.2773234,3.611413808,19.75863322
Tomato,24.53337819,990.0949023,83.92699474,4.320661296,7.573093118,1.283797158,10.66036512,29.5563032,2558.871022,10.86618368,24.0100753
Peanut,26.81474449,1179.459651,57.1519842,4.523413632,8.225482754,1.835434103,14.26378517,37.79390609,2981.229674,2.45090086,24.28344238
Potato,32.10986895,900.4622882,38.00742611,8.47742365,8.047184744,1.940017367,12.3340205,17.652833,2290.074317,13.89369296,16.01705636
Maize,33.0059519,554.9693357,73.57657965,4.159951936,7.051833109,1.646953414,16.41865189,32.8308647,1281.493565,0.995587663,22.71425105
Soybean,38.80003954,1016.761935,54.15103777,6.184223014,6.734756048,2.091777108,11.37483708,21.74921238,2557.827757,0.019085425,25.66700639
Potato,21.86279938,1042.413603,81.64565616,11.26945233,7.483535672,1.378885729,12.74191715,27.41204828,2864.272873,14.537508,26.51738243
Rice,24.61076417,832.411366,40.36657478,5.459757809,6.093678075,0.933677831,5.241420673,31.48264104,1228.82691,0.340069978,14.69616522
Peanut,15.62614521,1514.423452,24.3636187,5.270747898,6.019923915,1.157744874,17.46948552,35.68711765,1156.108142,6.469542409,12.53959851
Barley,21.87086081,762.3239679,31.09276487,10.20517721,5.850839172,1.732068943,7.5122302,35.13518257,859.677851,0.673402253,14.48566457
Rice,19.73597021,676.2575565,78.69853776,10.30165924,6.886565696,1.342819374,16.23009184,26.08112948,1242.299292,3.775812841,15.73036232
Maize,24.92920153,1335.481093,22.86960199,9.235875125,7.727823907,2.219940515,6.541558404,10.00280782,266.1357886,13.86175206,17.29731578
Rice,27.92534493,1290.079812,40.89539129,10.74202442,7.989308749,1.284342691,9.939006057,32.15119814,127.1960081,12.89923348,17.71348533
Sugarcane,15.9213663,1297.200281,89.88330386,10.82405984,6.006677866,2.268632017,11.77690222,18.1975164,1938.902325,3.250422248,25.63605398
Potato,18.40054704,1355.973309,55.72597297,7.771644247,6.594927765,1.448411044,13.79017225,32.00707949,2757.732964,0.66576143,20.95932234
Barley,35.0614026,862.2076166,84.02234016,5.767810633,8.098529205,1.525425159,12.73133258,21.22016846,355.3404327,5.206350947,21.07271579
Rice,23.80175276,1109.88929,83.42690216,10.02053836,5.568567309,2.124177515,19.84915887,38.19303224,2516.069904,9.43760621,21.79895568
Soybean,34.82718682,582.2970489,67.13763191,4.633552933,7.169070042,1.495534871,19.18406638,13.97393202,77.99965531,2.060321305,15.35576938
Sugarcane,17.52270844,582.5590906,43.707216,6.070071654,8.031139982,1.975276843,18.2681943,27.67760495,1334.59888,4.058518921,15.89830634
Rice,20.71421309,1359.310854,81.00131056,11.89959983,7.252249807,0.81129035,16.57628662,39.90734032,1447.226037,5.755991505,23.66804955
Potato,39.28208461,1757.502029,27.90934976,11.56065198,8.328458373,1.1327095,14.28713095,13.32262856,298.3646312,7.526918414,15.71907039
Soybean,18.43307106,1083.024823,63.47485604,4.367470456,8.153947292,0.635564681,5.458866918,10.06046722,2067.04625,6.838801308,13.65665772
Barley,30.12664784,1412.330098,34.6025409,7.493817385,7.570059667,1.119238581,6.132156183,15.92169937,535.9700776,9.479141837,12.98376718
Soybean,36.29857151,534.524887,63.77483938,7.153975312,7.497852043,0.895835092,8.579890319,27.6056142,2940.818712,14.62025374,19.34834993
Maize,33.71939964,702.6913884,51.86097975,4.501773866,5.583568994,0.595023463,16.33666599,23.34771872,2540.9709,4.578226561,22.57983374
Tomato,30.87770394,1040.90287,39.37074486,10.52087275,5.655766359,2.399062921,16.78318349,20.66827822,2974.432325,3.037338587,19.37013012
Sugarcane,37.87270427,764.7477005,63.157658,4.398164887,5.92259481,1.374544697,17.31811054,31.99398072,2923.489954,0.672729727,21.70787791
Peanut,29.22716906,941.8947761,54.07447315,4.552152344,6.879739839,1.416378989,5.430768663,25.41619744,2226.196315,6.783782623,20.74898107
Barley,33.85640599,808.4721585,80.21836566,7.661979188,5.549079219,1.786768217,15.15144638,26.5528689,676.6251375,7.23417041,20.77519285
Soybean,19.52684258,996.5600261,46.57982849,7.941020258,5.590673536,1.686018456,10.36784816,26.85031436,76.48623356,4.821497085,18.01160768
Barley,28.07229992,1787.812364,79.19702925,5.737739206,7.130918673,2.067674183,18.00311505,17.65557319,1507.595441,7.875409253,25.86164949
Barley,22.33629498,1558.396229,47.95348385,4.03219158,8.313539737,0.799290991,7.229511739,34.55097405,1039.733351,4.922629599,19.76665504
Wheat,20.92404314,579.9067451,40.40567632,10.95944127,8.227997633,1.118873389,7.813800444,14.05827965,1213.536406,12.39609427,18.32153087
Soybean,33.00984073,571.448313,59.78725569,11.52845528,5.61733055,1.082033037,5.772672382,27.09224734,392.7918502,7.188752343,20.87567386
Rice,28.86717721,1334.966716,26.88644983,10.34619965,7.106718677,0.681938393,16.20696186,39.43894314,1351.482508,1.734819336,14.91144861
Tomato,28.94291963,1808.557149,24.86604594,4.669769869,6.320823282,1.804524651,7.670127642,34.49101613,2263.769022,8.415072804,15.65613726
Tomato,18.01533183,1105.273997,75.75880237,11.51998495,7.343284386,1.288427419,8.779735874,22.66071094,1718.68071,0.066251044,17.99899741
Rice,31.83074054,1479.510083,86.49596518,8.548365282,6.309184152,2.123225386,10.84066015,17.17871585,1692.409622,4.335516466,23.52858816
Barley,30.77588431,1122.233249,68.48994247,7.943588977,6.425641291,0.79163836,10.11647379,29.04682234,2234.39684,2.405095123,24.07984099
Maize,20.54548359,1296.97586,40.24416114,9.29276353,8.367329873,0.797784403,13.55766248,37.69897548,570.7604811,5.502763551,13.66473788
Tomato,31.72857319,1496.273479,57.94889339,9.970086942,5.607631889,2.415026975,8.331443119,13.64685906,2826.351327,12.45655375,25.38042262
Sugarcane,16.78848539,1029.862273,58.98501315,10.98916501,7.844646667,0.544847168,17.37872214,29.14360198,443.377775,9.262163391,20.75430314
Wheat,22.12510366,706.760971,43.79243983,5.607847456,5.5718184,0.803627977,18.24616941,10.36111848,2332.858396,11.30191659,16.76868766
Soybean,28.00134582,702.5292271,53.02815349,8.305877294,7.373721395,1.411784327,7.199651617,14.51087863,2176.913861,9.921708733,15.92194873
Tomato,23.89348785,1607.453706,57.14136521,7.430715517,7.941424565,2.282072134,13.85879909,15.55309818,1425.543373,7.565559932,19.55626041
Rice,26.80804519,1169.819228,34.66454668,11.22744522,8.156022853,2.019232857,11.01419866,21.11025724,2163.572863,9.121788525,19.713981
Potato,20.9742301,875.7593882,42.41518211,9.746913751,5.992268805,1.935111771,16.74064891,27.83440289,780.2947094,0.772987924,15.31016034
Wheat,18.83808261,1700.485741,80.2115106,11.85812663,5.847144485,1.552902232,6.157337398,14.69222878,564.7568808,0.950823772,24.86833661
Potato,17.16796931,962.5012264,29.96424936,4.741448185,6.396313494,0.692592024,8.902790019,26.581575,1704.66741,2.520034513,11.09202151
Maize,24.00097828,1746.558518,72.14930368,6.211746369,5.551045701,0.974631518,13.50673376,12.36992417,1991.904169,10.07544427,18.77007597
Barley,28.59796722,532.8087078,78.61048383,8.096406228,6.438756937,1.299573256,5.837370834,31.5394331,1641.537977,13.70987162,20.25462981
Wheat,19.70821361,584.764048,86.39080866,6.055664697,8.000751175,1.01466744,7.337625427,31.97592684,2346.298084,12.65419103,24.05483645
Cotton,25.00542229,1626.45345,59.85704183,11.72227318,6.627508034,0.585751062,13.83956859,20.60408797,1060.887337,8.467786174,25.3174114
Wheat,22.32326189,703.5313945,51.96513166,11.69067381,7.400385777,1.787953942,15.07251882,11.19284127,1364.666914,1.163580157,15.19132029
Rice,24.33781018,1410.554148,67.81577291,9.635588193,6.920748699,1.164585564,17.32887121,38.74780925,2598.746467,10.2353134,22.08052581
Potato,37.19913798,736.8075711,70.07133609,6.220857114,5.784216905,2.249409822,9.386495614,20.36097011,1005.767658,3.004431344,20.11957943
Peanut,23.17036506,1278.892062,75.64121756,9.502811195,5.671218884,1.637517657,10.6450051,31.2634044,99.17012974,4.958952091,16.16881177
Barley,28.01899438,1497.894104,31.59457166,8.813544083,8.095086052,1.955137856,14.96286621,33.67993164,357.0439917,3.057471837,13.65641432
Maize,37.82955857,833.2173919,66.34680514,9.532537993,7.435976378,1.607842097,12.29195521,22.59762525,2754.851155,0.142715413,18.98834128
Maize,23.26275205,1112.34532,89.84939637,10.20107759,8.132223868,1.237149128,8.5934066,33.03971405,2432.349478,8.24847669,27.85318814
Maize,26.77551696,834.0000017,56.19791749,11.91626579,6.378780579,1.735198647,15.40975496,16.41786383,1785.954412,4.71760509,22.90840445
Potato,23.50131527,1428.360386,42.66122201,7.54708468,5.562476569,0.648699763,16.96293094,14.19723343,2112.496712,10.63300549,23.60497635
Peanut,28.37645429,1855.549674,30.8898737,7.951627786,5.989571378,2.251803853,18.98358915,21.99987645,951.9573607,4.189741431,22.83362285
Rice,37.01482637,676.2752442,53.32195495,9.409432756,8.191272282,1.264038428,9.696351091,37.38897128,190.223146,7.193932348,19.18848543
Tomato,15.80631122,1394.16796,44.77817286,4.823727567,5.573844808,1.024837091,6.600260524,38.20985746,772.0457988,1.411978953,18.86314093
Tomato,33.68210637,1492.283827,68.53439845,11.20065461,7.549024453,2.022410342,8.240149005,37.37948839,1369.279064,2.416009964,27.2509666
Tomato,17.54404325,574.423994,46.68705421,9.951403802,8.105599014,1.580253852,17.59898634,10.7587365,1393.339962,2.000828053,15.92147052
Tomato,23.76081064,1464.073032,35.23254041,11.82271723,5.728533306,1.510465699,9.294446196,28.02513504,1313.505591,4.599983814,15.7692805
Maize,24.01881043,675.5739624,70.29164712,9.00845763,5.83892847,2.348728823,9.633812222,29.64190169,144.3437088,6.645636488,22.66401802
Barley,23.26632869,1334.892819,40.54149792,4.640493742,6.698527233,2.002864038,11.88020418,22.15807024,1129.721207,6.88375234,15.19208842
Sugarcane,33.96452477,1024.848645,37.79179113,5.692936339,6.233477893,0.721958783,12.27102438,11.23216485,83.96820685,9.271088897,12.30393704
Tomato,38.25740254,746.5836057,35.96923528,5.042592062,6.910875668,2.339214645,8.960836081,26.25556392,1263.803274,5.040141163,18.79874215
Wheat,24.75515849,1534.600044,32.96990271,7.960899775,7.713166788,1.815425854,15.79899626,36.7575769,2906.445622,6.875752691,16.04213778
Tomato,17.94914833,829.1665683,65.72172176,9.965881953,7.583941746,1.376984388,18.77100588,34.96588808,2007.863641,6.616135236,19.3045949
Tomato,38.82079992,831.4553633,70.9998717,11.5630571,7.21261077,0.928320688,17.26718696,36.39754742,2124.54439,4.403293163,21.57536902
Tomato,24.39087765,1274.288327,75.7479669,6.533750661,5.578249433,1.936289046,18.5326118,37.83665345,2406.785041,14.02714287,26.34234842
Cotton,23.74138564,1004.159491,35.34150439,10.38349624,7.060269537,2.172578768,14.02023935,27.71828037,1183.237937,11.84404381,18.76816692
Wheat,19.72833281,1638.182513,66.81153989,6.606615795,5.637349795,0.864887248,15.37519014,39.7049468,1013.058195,12.0299443,24.57736976
Tomato,19.85423168,826.4737479,73.75936834,5.62500331,7.185751764,1.805084064,16.60786058,33.51640654,2166.931376,3.197756932,20.58662215
Cotton,19.61931578,1113.19201,64.78434268,11.82096339,6.41158923,1.293742102,11.92687981,17.58101474,2461.196366,1.379934086,22.2053544
Rice,21.52701692,1061.537495,51.28329112,8.079749968,5.605311106,0.610332698,14.8285195,23.28224167,314.7259231,5.793448718,16.39656815
Sugarcane,29.111623,1185.698967,83.40677577,7.664174955,5.812193526,1.694176078,14.34471569,32.95990218,2803.188218,6.646225232,23.22483866
Potato,37.50497255,1969.973573,87.98645046,5.837564102,6.990686085,1.018948052,10.51974174,10.95052317,523.7734789,5.95613932,24.07954395
Sugarcane,27.63230075,759.746761,45.60218461,7.934135658,8.343396217,1.749386174,10.57835272,13.39267883,2254.206335,7.002793429,13.61215764
Barley,23.75263455,1105.836922,78.71976761,5.098465915,6.521124612,1.227336293,5.04994038,35.35986749,2514.172076,9.927544635,25.94233532
Cotton,20.51575702,602.7812006,61.44089688,7.97084364,7.931188947,1.462574075,8.048543297,34.28790752,1393.590988,14.33745331,17.97258654
Potato,28.23951126,1038.88269,39.41492588,8.412603022,7.473802522,1.681142574,19.31629282,18.95908356,1148.407971,10.01464235,18.86513381
Rice,21.34404631,1759.87233,80.63741116,6.271145128,5.806213461,0.910403894,7.648525984,17.12306078,742.2024618,7.197579734,19.35617629
Soybean,23.60336561,1722.015395,86.55547344,7.231347627,5.648405604,0.979156495,6.527872463,20.34291729,1953.086991,7.783618634,20.96615044
Barley,35.82824467,1659.695147,42.39873407,8.587381434,6.294559464,1.652667567,11.39002064,21.18397545,591.5136351,8.426295678,22.89817758
Peanut,39.11001754,690.6680792,83.61116104,5.547346704,6.458354505,1.206815959,9.302330677,35.5973138,1023.300597,12.25107629,28.00545309
Potato,23.65357316,1566.87859,57.37464129,10.29214227,5.959292184,1.776269185,16.6050016,32.83694006,2892.599367,0.876170712,21.21986869
Peanut,15.45772741,1997.072953,67.83407898,7.40582018,6.365367172,0.508848877,7.309391143,10.17614005,1812.874069,9.950149073,22.99413648
Rice,17.39927175,1475.688655,54.99258833,11.0054872,7.099798071,1.38964244,12.32041707,33.46965155,104.0003373,13.77317165,20.37185835
Tomato,29.29011486,1737.840737,55.01911216,6.158813923,7.36211649,2.414125264,14.01739045,28.88858347,2807.51451,7.729126505,28.27058422
Wheat,33.27116209,1361.885446,31.91676476,5.609431217,7.268214804,0.757649589,15.85894469,16.37800249,2735.915447,13.495877,17.82148531
Rice,17.62203858,1844.407851,78.60121427,10.72737962,6.734060252,0.783061598,6.618417822,28.16808174,2493.170102,13.50171723,21.35923033
Soybean,17.52191642,1661.614684,39.29831898,7.847435757,8.286691914,2.004431461,5.791068444,10.24463783,2372.853381,8.287503555,19.90304815
Peanut,18.25853783,1533.453154,24.08782686,5.951887564,8.226140942,0.765515937,10.63333834,38.36748692,109.0094869,6.679726702,17.83816571
Cotton,35.27283641,1344.857829,89.57189755,4.550832516,8.101575033,1.355427723,11.82683523,13.82784681,148.6272743,4.749424891,19.786781
Soybean,18.44819341,1815.468476,84.49062909,11.71372967,7.541507329,2.04203301,17.53677133,29.76766177,1024.217159,2.345804977,20.96059074
Cotton,28.97123238,1684.901678,76.87537396,9.206600145,7.849918516,1.444471292,13.25983768,36.38820938,1504.587918,5.26393633,27.73161031
Soybean,38.95892543,1010.097787,64.0731312,9.483642018,5.911234502,2.145720494,13.58169438,19.83785853,2559.523323,9.376205674,26.43863001
Potato,32.37949366,1373.282337,88.03720201,7.32252007,6.751110436,2.320952726,13.07662673,20.61182985,2170.867058,9.295059273,23.20839302
Wheat,24.60578814,1777.748228,54.44854115,4.210307788,8.42099518,1.479223529,14.75203966,15.97867647,927.1254629,7.264267453,23.27241659
Potato,25.9646888,1715.579691,37.04928745,10.88148355,7.116488184,2.300116315,8.024187966,38.08189228,2079.236389,9.274927902,20.10869834
Potato,28.69298928,1889.863597,47.15479728,8.564943629,7.721852033,1.717032876,7.342608176,15.1544578,458.1015303,3.265934423,18.13269933
Barley,34.65920423,1707.429634,53.80593075,7.113351799,6.238485513,2.008468034,14.59177885,16.19893088,2393.680835,13.2330797,18.7516865
Cotton,17.39743085,1908.000186,59.30682642,6.854142509,6.35372433,0.918081017,13.3561196,38.38050801,587.3599175,6.542505733,17.05623983
Rice,21.75153152,1474.543276,54.71489159,6.13338762,6.066561387,2.413124249,13.41937192,28.12572737,2359.541604,1.218399879,22.46718503
Tomato,33.51202713,711.9930074,78.27455899,9.448130086,6.657670867,1.217668888,7.234205953,37.12160067,399.6613549,7.081160828,18.79234662
Maize,26.75538648,1335.73194,33.24050282,4.443170845,6.56777115,1.4317239,18.5904441,22.41818542,1330.060323,10.12247114,14.52551604
Cotton,36.94827226,1690.568376,28.7825641,10.18767908,7.244813638,1.438215115,13.59146178,10.24225986,249.8042168,7.887739186,15.84184276
Sugarcane,23.8553393,1861.118031,86.47783991,11.8382729,8.196813988,2.471781702,15.59220689,38.8162684,1943.287773,12.1382131,22.70402883
Sugarcane,34.54380775,1568.389627,89.22458495,7.965191753,7.089099199,0.605452042,10.84074209,37.66312969,1083.904804,11.49167751,30.75544275
Sugarcane,23.34982644,1211.561288,36.61624931,4.099490933,6.905812429,1.573232353,14.38151678,34.81645292,796.475517,0.915541029,12.50516337
Barley,22.5687073,1845.792204,42.73133177,8.092642078,7.693033152,0.918962083,8.807586224,20.74185679,1979.958999,12.26235977,20.27788776
Potato,15.47557083,854.8843279,62.70381038,8.011954998,6.220480702,0.763198463,8.240182002,17.79234753,2608.507447,10.65392909,18.22560794
Soybean,30.68351089,598.4700238,77.0395034,10.65622489,8.150026026,1.556178986,10.91066735,12.19138996,621.9609366,3.383533357,15.53127132
Maize,36.7893509,537.0709063,28.60243778,6.767508583,7.357982191,1.39815869,8.04044371,27.6761122,1721.762225,7.866712178,13.06331026
Potato,25.89554421,888.1351828,56.38279079,9.604991991,6.242400441,1.717541238,8.902292909,39.59982604,2210.551299,9.03987218,16.99162431
Sugarcane,29.74879958,760.9267094,76.80390972,7.269364614,7.331598222,1.411235683,18.54991882,11.05406011,2201.440592,9.782582,22.98384716
Barley,33.74217298,1327.873823,72.3333296,8.996226077,7.592365938,0.629311668,18.21898188,29.31793782,1851.360905,5.808614453,19.61508613
Barley,34.85670365,985.8752877,21.54978822,8.571369715,6.240031931,2.182411997,7.148828066,23.04402547,796.7341007,10.34402429,16.89446054
Tomato,26.46531438,507.2126473,35.06375364,11.99325687,6.716034968,1.740470216,18.57397412,10.61572546,1995.841819,4.32565461,14.12650107
Wheat,27.03998957,754.7300984,41.82042654,6.212315386,6.595742356,0.715981109,10.96011435,26.63051462,335.9969632,7.811553423,18.25610845
Potato,16.18820547,1199.711435,81.09442886,11.9823097,5.780181452,0.536683918,8.431548831,24.02410724,1736.79794,14.60227368,24.59263475
Sugarcane,21.28296851,906.6789065,54.90354613,7.509780138,6.921140245,1.732079008,8.464421469,14.04112393,2642.690922,9.509120094,13.74677116
Maize,38.50848814,1584.243031,47.15803249,8.369421861,6.716445692,0.725096034,10.02405802,35.81329405,1410.545888,8.769562507,19.65042371
Cotton,19.19450829,1878.184989,49.81273135,10.98921883,6.753290752,1.56046001,9.747712425,29.74229253,988.6934395,3.347551468,15.63013147
Cotton,33.41183363,808.4300995,40.94592151,11.24137135,7.417472487,2.339444779,18.66839051,11.90232047,2867.277509,0.767669386,24.3991766
Tomato,28.32973957,1569.896094,81.54478895,8.936036445,6.776199561,0.723778686,16.83813959,13.84880477,2192.779291,7.918874187,23.1698152
Soybean,34.30890215,1911.709428,38.5287818,11.57704128,8.382844138,2.127261029,18.22155762,30.77282541,165.3367988,8.626178171,24.21809213
Tomato,19.76905602,1760.415198,62.8235507,10.56684585,7.65008099,1.909257229,7.373615641,19.47390674,1593.573949,1.688199094,20.68379024
Cotton,37.12457885,817.1649039,37.66901007,9.095644033,7.988104554,1.578703603,5.1557236,30.30829388,2450.068177,4.148154418,15.65065507
Barley,32.86752176,1848.266513,32.47833499,8.821283413,6.772926406,0.675300719,15.88740514,12.13441651,2121.582894,4.217293414,21.57965908
Maize,18.26805885,793.0561018,64.90453111,6.525172902,6.929269214,2.172005417,7.069747571,28.58957566,2830.073281,0.861999445,14.51664341
